"","text","creation_time","isRetweet","retweet_count","favoite_count","user"
"108"," FootyEditor Chelsea • Wallpapers httpstcoKKkrzfkAd",2016-10-23 16:53:12,TRUE,139,0,"Shahrukh_SM11"
"109","FT Chelsea  Man nited <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>",2016-10-23 16:52:46,FALSE,0,0,"Shahrukh_SM11"
"110"," Rukiyeraki Where shahrukh <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E33> iamsrk  AsmaMnh crayzeofshahy SRKTWILIGHT HeartBitSrk sumonkhsrk KingKhanMyLife SRKsSoul…",2016-10-23 16:52:45,TRUE,6,0,"HeartBitSrk"
"111"," SRKsOnki The only men 
I LOVE MOST AFTER SHAHRUKH
IS KapilSharmaK my bhai <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>
i just cant describe my love for this self made star…",2016-10-23 16:50:17,TRUE,1,0,"KatrinaDiAishu9"
"112","The only men 
I LOVE MOST AFTER SHAHRUKH
IS KapilSharmaK my bhai <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>
i just cant describe my love for this self made star  <U+2764><U+2764>",2016-10-23 16:49:27,FALSE,1,0,"SRKsOnki"
"113","iamsrk love u shahrukh",2016-10-23 16:45:38,FALSE,0,0,"983Fahmeeda"
"114","nehaaks PrashOnHold brumbyOz I just saw Shahrukh coming back to India in Sawdesh u wil b nd if it happens do let me know once u r bak",2016-10-23 16:45:16,FALSE,0,0,"Rehan_280"
"115","Ya ur showing <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>
httpstcodysitegjT",2016-10-23 16:33:57,FALSE,0,0,"Shahrukh_SM11"
"116"," paulpogba Lets show how were United today <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E66> Chelsea x Man Utd ManUtd mufc",2016-10-23 16:33:32,TRUE,13839,0,"Shahrukh_SM11"
"117","So happy for ChelseaFC <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>",2016-10-23 16:32:24,FALSE,0,0,"Shahrukh_SM11"
"118"," RafaelH Manchester United’s back line making Kante look like Messi vs Manchester City midweek",2016-10-23 16:31:54,TRUE,183,0,"Shahrukh_SM11"
"119"," ESPNFC GOAL Its  

NGolo Kanté dances through the defence and slots home",2016-10-23 16:31:40,TRUE,238,0,"Shahrukh_SM11"
"120"," BarcaLens I cant stop laughing Kante destroyed their defence",2016-10-23 16:31:35,TRUE,4,0,"Shahrukh_SM11"
"121"," RafaelH Jeffren will score the ",2016-10-23 16:31:32,TRUE,75,0,"Shahrukh_SM11"
"122"," FCNazalona Hey ManUtd I almost feel sorry  you",2016-10-23 16:30:33,TRUE,7,0,"Shahrukh_SM11"
"123"," Love u blues <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>",2016-10-23 16:30:20,FALSE,0,0,"Shahrukh_SM11"
"124"," Ballack Too easy <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61> ",2016-10-23 16:30:12,TRUE,8638,0,"Shahrukh_SM11"
"125"," Conteholic Ouch httpstcogziWrqcfJ",2016-10-23 16:30:03,TRUE,324,0,"Shahrukh_SM11"
"126"," BOCapsule BOCapsule iamsrk Poses As James Bond On The Sets Of TheRing
httpstcoWaHbmHP httpstcoBYshfOgQTS",2016-10-23 16:16:37,TRUE,9,0,"Samiakhan02"
"127","jane wo kese loog thay by Shahrukh httpstcoVZxnlvBF via YouTube httpstcoTSeLgxTOMe",2016-10-23 16:12:59,FALSE,0,0,"shahrukh383"
"128","jane wo kese loog thay by Shahrukh httpstcoVZxnlvBF via YouTube",2016-10-23 16:12:50,FALSE,0,0,"shahrukh383"
"129","Hey deepikapadukone amp priyankachopra Shahrukh Khan Just Called You Both Extremely Gutsy 
httpstcodmesCzpn",2016-10-23 16:09:00,FALSE,0,5,"filmibeat"
"130","Great SevillaFC ",2016-10-23 16:07:56,FALSE,0,0,"Shahrukh_SM11"
"131","ShahrukhSM Cant rule out the possibility",2016-10-23 16:07:48,FALSE,0,1,"bleedblaugrana_"
"132","bleedblaugrana I think well drop points cause Sevilla are too strong and we have many injuries",2016-10-23 16:07:21,FALSE,0,0,"Shahrukh_SM11"
"133"," LaLigaEN FT SevillaFCAtleti 

Sevilla maintain  record at home and go top of LaLigaSantander httpstcoBtjnYXVlpY",2016-10-23 16:06:03,TRUE,89,0,"Shahrukh_SM11"
"134"," Conteholic Costas goal ruled out for offside",2016-10-23 16:05:47,TRUE,17,0,"Shahrukh_SM11"
"135"," SquawkaNews Koke has been sent off vs Sevilla for two bookable offences This is the first time hes been shown a red card in his car…",2016-10-23 15:55:53,TRUE,62,0,"Shahrukh_SM11"
"136","bleedblaugrana lol the thing u say always happens in football How U know this much <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E35> become a pundit lol",2016-10-23 15:53:32,FALSE,0,1,"Shahrukh_SM11"
"137","Thanks Pedro and Cahill <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>
httpstcoWwKeQZYYx",2016-10-23 15:52:59,FALSE,0,1,"Shahrukh_SM11"
"138","ShahrukhSM Not gonna happen tonight",2016-10-23 15:52:38,FALSE,0,0,"bleedblaugrana_"
"139","bleedblaugrana Bro R u sure RM will drop points  Bilbao always gets trashed at Bernabeu",2016-10-23 15:51:52,FALSE,0,0,"Shahrukh_SM11"
"140"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 15:51:39,TRUE,13,0,"yantrak"
"141","Atleti will lose but Real Madrid wont im sure Bilbao always gets trashed at Bernabeu",2016-10-23 15:51:23,FALSE,0,0,"Shahrukh_SM11"
"142","Atleti will surely lose now",2016-10-23 15:49:05,FALSE,0,0,"Shahrukh_SM11"
"143","Shahrukh Khan misses Anushka Sharma as she wraps shoot of Imtiazs film  Free Press Journal … httpstcogBlteVpDB",2016-10-23 15:48:09,FALSE,0,1,"KKKKiranDotCom"
"144"," ChelseaFC HALFTIME ChelseaFC  Man Utd <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64> CHEMUN httpstcoctFVGaGPy",2016-10-23 15:48:08,TRUE,3289,0,"Shahrukh_SM11"
"145"," Rukiyeraki Where shahrukh <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E33> iamsrk  AsmaMnh crayzeofshahy SRKTWILIGHT HeartBitSrk sumonkhsrk KingKhanMyLife SRKsSoul…",2016-10-23 15:46:54,TRUE,6,0,"SRK_TWILIGHT"
"146","Just woke up from nap and saw Chelsea are winning  YAAS <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39>",2016-10-23 15:46:47,FALSE,0,0,"Shahrukh_SM11"
"147","Dear Zindagi Official Trailer Shahrukh Khan and Alia Bhatt httpstcoonokUaoWW",2016-10-23 15:46:10,FALSE,0,1,"mahnoor_parii"
"148","Just posted a photo httpstcorEUiVIWyAl",2016-10-23 15:45:19,FALSE,0,0,"shahrukh_masota"
"149","The first lesson I learnt about women is they can choose Deepak Tijori over Shahrukh Khan",2016-10-23 15:44:10,FALSE,0,1,"fyzr9"
"150","Experience Bengal ads featuring Shahrukh Khan to launch soon  The Indian Express  httpstcotUPJtLXwF… httpstcoFKmYdcvX",2016-10-23 15:44:02,FALSE,0,0,"KKKKiranDotCom"
"151"," SedenTugbaBeste iamsrk youre the reason why i love India happy birthday Shahrukh Khan",2016-10-23 15:40:02,TRUE,7,0,"SrkRiya__"
"152","Added a new video Bekarar karke hamay yun na jaye by Shahrukh httpstcoBARPhNRYkB video httpstcoZFmdRVaJ",2016-10-23 15:39:59,FALSE,0,0,"shahrukh383"
"153"," monyalwi shahrukhKhan is the reason why I falled in love with India",2016-10-23 15:39:58,TRUE,11,0,"SrkRiya__"
"154"," channisaraa Ahhh shahrukh khan You are the reason why i do love india",2016-10-23 15:39:53,TRUE,3,0,"SrkRiya__"
"155"," sharmeeleeB iamsrk cant wait for ur next movie shahrukhur the only reason Im so connected to India despite living outside L…",2016-10-23 15:39:51,TRUE,5,0,"SrkRiya__"
"156"," ChallaSRKian Shahrukh Khan Is Trending In India Without Any Reason And Without Any Effort From SRK Fans Thats What We Call Stard…",2016-10-23 15:39:46,TRUE,33,0,"SrkRiya__"
"157"," riteshiitb Does the Shahrukh Khan need any reason for trending  Common He is the biggest brand of India",2016-10-23 15:39:44,TRUE,9,0,"SrkRiya__"
"158","Added a new video Bekarar karke hamay yun na jaye by Shahrukh httpstcoBARPhNRYkB httpstcoKRWsXnMml",2016-10-23 15:39:37,FALSE,0,0,"shahrukh383"
"159","Added a new video Bekarar karke hamay yun na jaye by Shahrukh httpstcoBARPhNRYkB httpstcoaVLrqFz",2016-10-23 15:39:36,FALSE,0,0,"shahrukh383"
"160","Added a new video Bekarar karke hamay yun na jaye by Shahrukh httpstcoBARPhNRYkB video httpstcofYnyawrJ",2016-10-23 15:39:35,FALSE,0,0,"shahrukh383"
"161","KkkkirancomTheShahrukhKhanFansPage ZAP<U+2728> Life is a Game wow Amazing Mindblowing Tease Read Blog httpstcoBTypUfWpMj",2016-10-23 15:38:53,FALSE,0,0,"movies_ent"
"162","KkkkirancomTheShahrukhKhanFansPage Shah Rukh Khan AnushkaSharma wrapped the schedule of Read Blog httpstcoowJpbgWKDR",2016-10-23 15:38:16,FALSE,0,0,"movies_ent"
"163"," Rukiyeraki Where shahrukh <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E33> iamsrk  AsmaMnh crayzeofshahy SRKTWILIGHT HeartBitSrk sumonkhsrk KingKhanMyLife SRKsSoul…",2016-10-23 15:38:12,TRUE,6,0,"HKivik"
"164","KkkkirancomTheShahrukhKhanFansPage Vaishnavi Been looking for an incision behind Shahruk Read Blog httpstcoTQbiGTUlF",2016-10-23 15:37:39,FALSE,0,1,"movies_ent"
"165","KkkkirancomTheShahrukhKhanFansPage Chandra Kant Shahrukh Khans The Ring To Star Evely Read Blog httpstcobtLpxkHgfM",2016-10-23 15:37:02,FALSE,0,0,"movies_ent"
"166","KkkkirancomTheShahrukhKhanFansPage anewradha Mint fresh How adorable do aliaa and i Read Blog httpstcoWSQwLtxP",2016-10-23 15:36:25,FALSE,0,0,"movies_ent"
"167","Admin  Faisal Khan 
Who is your favourite
 Shaan Shahid Lollywood
 Tom Cruise Hollywood
 Shahrukh httpstcoYbOTNOQuP",2016-10-23 15:36:10,FALSE,0,0,"LollywoodFilm"
"168","KkkkirancomTheShahrukhKhanFansPage SRK EGYPT FAN CLUB   SanjoyRoy  Divya and young SR Read Blog httpstcoChILHEcc",2016-10-23 15:35:48,FALSE,0,0,"movies_ent"
"169","KkkkirancomTheShahrukhKhanFansPage Shah Rukh Khan Thank you for the love you have given  Read Blog httpstcoqjFGHfNy",2016-10-23 15:35:11,FALSE,0,0,"movies_ent"
"170","KkkkirancomTheShahrukhKhanFansPage Natali iamsrk  Oh Shahrukh  you are my sex exciter Read Blog httpstcoyubcincXX",2016-10-23 15:34:33,FALSE,0,0,"movies_ent"
"171","KkkkirancomTheShahrukhKhanFansPage Maha Loves SRK Rewind The Time
But In Different Style Read Blog httpstcoBxQIDiUoHG",2016-10-23 15:33:56,FALSE,0,0,"movies_ent"
"172","KkkkirancomTheShahrukhKhanFansPage Shah Rukh Khan GrantXhaka lets do this real next ti Read Blog httpstcoOaqmbin",2016-10-23 15:33:19,FALSE,0,0,"movies_ent"
"173","KkkkirancomTheShahrukhKhanFansPage SRKs Annie iamsrk good night zindagi <U+2764><U+FE0F> Read Blog httpstcouhYbINbnBE",2016-10-23 15:32:42,FALSE,0,0,"movies_ent"
"174","KkkkirancomTheShahrukhKhanFansPage Aman Malik Just Watched DearZindagi Teaser Loved it  Read Blog httpstcoWIKXGxwAFZ",2016-10-23 15:32:05,FALSE,0,0,"movies_ent"
"175","KkkkirancomTheShahrukhKhanFansPage D A A N I S H iamsrk DearZindagi  Look promising   Read Blog httpstcofhOIEIJUAJ",2016-10-23 15:31:28,FALSE,0,0,"movies_ent"
"176","KkkkirancomTheShahrukhKhanFansPage MAX Television Can you imagine two of iamsrks most  Read Blog httpstcoRunnh",2016-10-23 15:30:14,FALSE,0,0,"movies_ent"
"177"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 15:29:46,TRUE,13,0,"DSGiri"
"178"," Rukiyeraki Where shahrukh <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E33> iamsrk  AsmaMnh crayzeofshahy SRKTWILIGHT HeartBitSrk sumonkhsrk KingKhanMyLife SRKsSoul…",2016-10-23 15:22:44,TRUE,6,0,"sumonkh29srk"
"179"," riteshiitb Does the Shahrukh Khan need any reason for trending  Common He is the biggest brand of India",2016-10-23 15:11:22,TRUE,9,0,"deba2501"
"180"," BohatHandsome Great minds discuss ideas average minds discuss events small minds discuss people Shahrukh",2016-10-23 15:10:14,TRUE,66,0,"ThtKhattak"
"181"," BohatHandsome Teacher ten chemical ke name batao

Me Oxygen carbon florin sumreen

nosheen rameen and yasmeen <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E62> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30>
Shahrukh",2016-10-23 15:10:05,TRUE,44,0,"ThtKhattak"
"182"," SedenTugbaBeste iamsrk youre the reason why i love India happy birthday Shahrukh Khan",2016-10-23 15:08:40,TRUE,7,0,"Rahul_SRKians"
"183"," channisaraa Ahhh shahrukh khan You are the reason why i do love india",2016-10-23 15:08:24,TRUE,3,0,"Rahul_SRKians"
"184"," monyalwi shahrukhKhan is the reason why I falled in love with India",2016-10-23 15:06:07,TRUE,11,0,"rehan5heikh"
"185"," ChallaSRKian Shahrukh Khan Is Trending In India Without Any Reason And Without Any Effort From SRK Fans Thats What We Call Stard…",2016-10-23 15:04:30,TRUE,33,0,"i_parulgarg"
"186"," riteshiitb Does the Shahrukh Khan need any reason for trending  Common He is the biggest brand of India",2016-10-23 15:02:43,TRUE,9,0,"iamdishah"
"187","I am big fan of shahrukh khan",2016-10-23 14:58:11,FALSE,0,1,"MdTaufiqueSidd1"
"188"," monyalwi shahrukhKhan is the reason why I falled in love with India",2016-10-23 14:57:48,TRUE,11,0,"AnSRKian"
"189","I liked a YouTube video from jayvijaysachan httpstcoubKVXwkDQ Best mimicry of Shahrukh Khan by Jayvijay Sachan",2016-10-23 14:53:48,FALSE,0,0,"Niranjanpawar1"
"190"," riteshiitb Does the Shahrukh Khan need any reason for trending  Common He is the biggest brand of India",2016-10-23 14:53:22,TRUE,9,0,"PoPsSrK"
"191"," monyalwi shahrukhKhan is the reason why I falled in love with India",2016-10-23 14:53:21,TRUE,11,0,"iamSRK_SAmeer"
"192"," ChallaSRKian Shahrukh Khan Is Trending In India Without Any Reason And Without Any Effort From SRK Fans Thats What We Call Stard…",2016-10-23 14:53:12,TRUE,33,0,"PoPsSrK"
"193"," riteshiitb Does the Shahrukh Khan need any reason for trending  Common He is the biggest brand of India",2016-10-23 14:53:06,TRUE,9,0,"Challa_SRKian"
"194"," ChallaSRKian Shahrukh Khan Is Trending In India Without Any Reason And Without Any Effort From SRK Fans Thats What We Call Stard…",2016-10-23 14:53:00,TRUE,33,0,"Challa_SRKian"
"195"," monyalwi shahrukhKhan is the reason why I falled in love with India",2016-10-23 14:52:43,TRUE,11,0,"ISoulSRK"
"196"," SedenTugbaBeste iamsrk youre the reason why i love India happy birthday Shahrukh Khan",2016-10-23 14:52:03,TRUE,7,0,"EmotionalSrkian"
"197"," sharmeeleeB iamsrk cant wait for ur next movie shahrukhur the only reason Im so connected to India despite living outside L…",2016-10-23 14:52:02,TRUE,5,0,"Challa_SRKian"
"198"," channisaraa Ahhh shahrukh khan You are the reason why i do love india",2016-10-23 14:51:56,TRUE,3,0,"Challa_SRKian"
"199"," monyalwi shahrukhKhan is the reason why I falled in love with India",2016-10-23 14:51:48,TRUE,11,0,"Challa_SRKian"
"200"," SedenTugbaBeste iamsrk youre the reason why i love India happy birthday Shahrukh Khan",2016-10-23 14:51:38,TRUE,7,0,"Challa_SRKian"
"201"," UpcomingSRKian During  t world cup final 
Shahrukh sir httpstcooXNyYKebX",2016-10-23 14:48:40,TRUE,6,0,"KingsSrkian"
"202","Shahrukh sir this  boy need help for treatment he is muslim and no  help him need a kidni othrwse  lack ru httpstcoRIIcCDufM",2016-10-23 14:48:02,FALSE,0,0,"prashan69625202"
"203","luhanisaman I feel like its a shahrukh khan movie but I still want more details",2016-10-23 14:40:13,FALSE,0,0,"jngusk"
"204","cheemasays u realize u just sarcastically said u destroyed shahrukh 
Meaning u did not Meaning ur bad at footballgood to know",2016-10-23 14:39:18,FALSE,0,0,"princzeem"
"205"," UpcomingSRKian During  t world cup final 
Shahrukh sir httpstcooXNyYKebX",2016-10-23 14:32:08,TRUE,6,0,"iamMawSRKian"
"206"," UpcomingSRKian During  t world cup final 
Shahrukh sir httpstcooXNyYKebX",2016-10-23 14:31:48,TRUE,6,0,"btown_fanatic"
"207"," Rukiyeraki shahrukh khan and me with the same photo <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39> SRKIAN httpstcopyBlqqvuUQ",2016-10-23 14:31:13,TRUE,9,0,"iamlittlesrk"
"208"," Rukiyeraki Where shahrukh <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E33> iamsrk  AsmaMnh crayzeofshahy SRKTWILIGHT HeartBitSrk sumonkhsrk KingKhanMyLife SRKsSoul…",2016-10-23 14:29:39,TRUE,6,0,"AsmaMnh16"
"209"," Rukiyeraki Where shahrukh <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E33> iamsrk  AsmaMnh crayzeofshahy SRKTWILIGHT HeartBitSrk sumonkhsrk KingKhanMyLife SRKsSoul…",2016-10-23 14:25:28,TRUE,6,0,"crayzeofshah22y"
"210","Where shahrukh <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E33> iamsrk  AsmaMnh crayzeofshahy SRKTWILIGHT HeartBitSrk sumonkhsrk KingKhanMyLife… httpstcoAKvyDbFtI",2016-10-23 14:21:57,FALSE,6,8,"Rukiye_raki"
"211","I liked a YouTube video httpstcogQREmjnTH Noor E Khuda  My Name is Khan  Shahrukh Khan  Kajol",2016-10-23 14:21:22,FALSE,0,0,"AsquareX"
"212"," BohatHandsome Teacher ten chemical ke name batao

Me Oxygen carbon florin sumreen

nosheen rameen and yasmeen <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E62> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30>
Shahrukh",2016-10-23 14:16:44,TRUE,44,0,"Aemy760"
"213"," BohatHandsome Great minds discuss ideas average minds discuss events small minds discuss people Shahrukh",2016-10-23 14:15:54,TRUE,66,0,"Aemy760"
"214"," ashind chankyaa devyanidilli 
BOYCOTT ADHM  DANGAL and Shahrukh too 
Dont deserve any mercy",2016-10-23 14:09:45,TRUE,1,0,"girish_bapat"
"215"," UpcomingSRKian During  t world cup final 
Shahrukh sir httpstcooXNyYKebX",2016-10-23 14:06:49,TRUE,6,0,"SHAHRUKHDEVOTEE"
"216","During  t world cup final 
Shahrukh sir httpstcooXNyYKebX",2016-10-23 14:06:38,FALSE,6,11,"UpcomingSRKian"
"217","I liked a YouTube video from jayvijaysachan httpstcoFxZtDsTYx Best mimicry of Shahrukh Khan by Jayvijay Sachan",2016-10-23 14:05:49,FALSE,0,0,"SurajEditors"
"218"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 14:01:31,TRUE,13,0,"GopalSharma1601"
"219","Mahira Khan to complete shooting with Shahrukh Khan for Raees
httpstcoPVBzeWLA httpstcoCAmXqnwbp via newschannel",2016-10-23 13:57:30,FALSE,0,0,"trendstodayapp"
"220"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 13:56:55,TRUE,13,0,"Sharmaroyals"
"221","iamsrk With fan In Budapest Hungary srk shahrukhkhan
ManishKumarFilms
 shahrukh srkian raees dilwale httpstcoFdwfBhRt",2016-10-23 13:52:42,FALSE,0,0,"ManishKumarFilm"
"222","“Knowing is not enough we must apply Willing is not enough we must do” Bruce Lee",2016-10-23 13:52:34,FALSE,0,0,"shahrukh_rao"
"223","Mahira Khan to complete shooting with Shahrukh Khan for Raees httpstcohbVXDLIa httpstcoBwhjianb",2016-10-23 13:52:23,FALSE,0,0,"92_News1"
"224","Mahira Khan to complete shooting with Shahrukh Khan for Raees httpstcoLDQLrtW httpstcoTKJEypehI",2016-10-23 13:52:07,FALSE,0,11,"92newschannel"
"225"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 13:48:39,TRUE,13,0,"provanjan999"
"226","asktrish which is ur Fav Shahrukh movie",2016-10-23 13:48:23,FALSE,0,0,"FanSRK305"
"227","I added a video to a YouTube playlist httpstcoGCdZybBjZ Shahrukh Khan Slapped Honey Singh",2016-10-23 13:47:37,FALSE,0,0,"Sakib_David"
"228"," kfc Buckety is filled with delicious chicken tenders and a man who is  feet  inches tall httpstcocABUkMGkyA",2016-10-23 13:42:26,TRUE,65,0,"shahrukh_aansa"
"229","trishtrashers few words about Shahrukh",2016-10-23 13:37:54,FALSE,0,0,"massmaharaaj"
"230"," UpcomingSRKian Only shahrukh sir no aamir no salman 
 httpstcoyUsXDXAR",2016-10-23 13:29:52,TRUE,7,0,"JabRa_SRKFan"
"231"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 13:29:32,TRUE,13,0,"Dabaa_K_Maru"
"232"," Alhamdhulillaah All glory belongs to Allah",2016-10-23 13:22:03,TRUE,346,0,"Shahrukh_SM11"
"233"," ChelseaFC Two hours to go",2016-10-23 13:21:49,TRUE,608,0,"Shahrukh_SM11"
"234"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 13:21:05,TRUE,13,0,"shashishekhard"
"235"," bharat boycott aamir salman saif shahrukhmbhatt karan all anti hindu we have to punish dem as no justice m secullar PMCJ…",2016-10-23 13:20:02,TRUE,13,0,"SharmaHDL"
